#acc	ensGene
Q8NGA8	ENSG00000176695
Q5SRR4	ENSG00000206404, ENSG00000237495, ENSG00000228883, ENSG00000204428, ENSG00000226404, ENSG00000111971, ENSG00000231325
O95870	ENSG00000224552, ENSG00000230475, ENSG00000204427, ENSG00000235676, ENSG00000206403, ENSG00000231488, ENSG00000236063
Q5SQ64	ENSG00000204424, ENSG00000240008, ENSG00000240957, ENSG00000241822, ENSG00000239741, ENSG00000243003, ENSG00000243804
O95868	ENSG00000236902, ENSG00000206402, ENSG00000225993, ENSG00000234443, ENSG00000226603, ENSG00000244355, ENSG00000235302
O95867	ENSG00000235452, ENSG00000228250, ENSG00000235925, ENSG00000228859, ENSG00000204421, ENSG00000206398, ENSG00000236183
O95866	ENSG00000224393, ENSG00000204420, ENSG00000230060, ENSG00000237459, ENSG00000231003, ENSG00000206396, ENSG00000228090
O95865	ENSG00000227317, ENSG00000226634, ENSG00000233076, ENSG00000225635, ENSG00000213722, ENSG00000228128, ENSG00000206395
O00299	ENSG00000226651, ENSG00000213719, ENSG00000223639, ENSG00000206394, ENSG00000226417, ENSG00000226248, ENSG00000230685
O43196	ENSG00000230961, ENSG00000230293, ENSG00000227314, ENSG00000204410, ENSG00000235222
Q5SSQ6	ENSG00000237918, ENSG00000227074, ENSG00000229176, ENSG00000228727, ENSG00000234951, ENSG00000227861
Q9Y334	ENSG00000223757, ENSG00000227144, ENSG00000238203, ENSG00000230048, ENSG00000204396, ENSG00000234433
P26640	ENSG00000226589, ENSG00000231116, ENSG00000224264, ENSG00000096171, ENSG00000204394
Q9Y333	ENSG00000236826, ENSG00000231502, ENSG00000172850, ENSG00000204392, ENSG00000224979, ENSG00000225998
Q99519	ENSG00000234846, ENSG00000223957, ENSG00000227315, ENSG00000184494, ENSG00000234343, ENSG00000227129, ENSG00000204386, ENSG00000228691
Q53GD3	ENSG00000228263, ENSG00000231479, ENSG00000206378, ENSG00000204385, ENSG00000229077, ENSG00000235336, ENSG00000232180
Q96KQ7	ENSG00000232045, ENSG00000236759, ENSG00000238134, ENSG00000227333, ENSG00000206376, ENSG00000204371
Q9Y330	ENSG00000206366, ENSG00000234852, ENSG00000234196, ENSG00000204366, ENSG00000237900
P06681	ENSG00000206372, ENSG00000235017, ENSG00000204364, ENSG00000231543, ENSG00000226560, ENSG00000235696, ENSG00000166278
P00751	ENSG00000239754, ENSG00000243570, ENSG00000241534, ENSG00000243649, ENSG00000241253, ENSG00000242335
P18615	ENSG00000206357, ENSG00000233801, ENSG00000231044, ENSG00000229363, ENSG00000204356, ENSG00000206268
Q15477	ENSG00000228896, ENSG00000232616, ENSG00000225737, ENSG00000204351, ENSG00000223493, ENSG00000206353
O77932	ENSG00000206346, ENSG00000225682, ENSG00000234798, ENSG00000204348, ENSG00000224313, ENSG00000236765
P49842	ENSG00000204344, ENSG00000226033, ENSG00000234947, ENSG00000236250, ENSG00000206342, ENSG00000226257
P0C0L4	ENSG00000227746, ENSG00000244731, ENSG00000206340
P0C0L5	ENSG00000233312, ENSG00000228454, ENSG00000224389, ENSG00000236625, ENSG00000228267
P08686	ENSG00000232414, ENSG00000233151, ENSG00000235134, ENSG00000198457, ENSG00000206338, ENSG00000231852
P22105	ENSG00000168477, ENSG00000229353, ENSG00000236236
Q99941	ENSG00000234539, ENSG00000213676, ENSG00000168468, ENSG00000228628
Q9UIM3	ENSG00000223666, ENSG00000224200, ENSG00000204315, ENSG00000230907
Q99946	ENSG00000235956, ENSG00000238056, ENSG00000229488, ENSG00000229071, ENSG00000204314, ENSG00000227122, ENSG00000206331, ENSG00000225141
Q9UMR5	ENSG00000227600, ENSG00000206329, ENSG00000221988, ENSG00000228116, ENSG00000206256, ENSG00000231618, ENSG00000168452, ENSG00000236649
Q99944	ENSG00000240592, ENSG00000244444, ENSG00000239974, ENSG00000243897, ENSG00000241404, ENSG00000240389, ENSG00000242038
Q99943	ENSG00000226467, ENSG00000236873, ENSG00000228892, ENSG00000235758, ENSG00000227642, ENSG00000206324, ENSG00000204310
Q99942	ENSG00000204308, ENSG00000183574, ENSG00000227277, ENSG00000225452, ENSG00000228907, ENSG00000228405, ENSG00000223767
Q15109	ENSG00000231268, ENSG00000229058, ENSG00000237405, ENSG00000204305, ENSG00000234729, ENSG00000206320, ENSG00000230514
P40425	ENSG00000204304, ENSG00000225987, ENSG00000237344, ENSG00000224952, ENSG00000232005, ENSG00000236353, ENSG00000206315
Q9Y4H4	ENSG00000237052, ENSG00000234243, ENSG00000213654, ENSG00000236697, ENSG00000233490, ENSG00000234508, ENSG00000206314
Q99466	ENSG00000223355, ENSG00000204301, ENSG00000238196, ENSG00000234876
Q9UIR0	ENSG00000224242, ENSG00000225845, ENSG00000229597, ENSG00000204290, ENSG00000229741, ENSG00000226127, ENSG00000225412, ENSG00000224770
P01903	ENSG00000206308, ENSG00000228987, ENSG00000226260, ENSG00000230726, ENSG00000234794, ENSG00000204287, ENSG00000227993
P13762	ENSG00000231021, ENSG00000227357
P01920	ENSG00000233209, ENSG00000225824, ENSG00000231286
P01906	ENSG00000231823, ENSG00000257473, ENSG00000237541, ENSG00000231526, ENSG00000206301, ENSG00000233192, ENSG00000225103, ENSG00000223793
P05538	ENSG00000232629, ENSG00000196610, ENSG00000228813, ENSG00000226165, ENSG00000230675, ENSG00000229493, ENSG00000224305, ENSG00000228254
P13765	ENSG00000243496, ENSG00000241910, ENSG00000241386, ENSG00000243612, ENSG00000241106, ENSG00000239457
Q9Y3F1	
Q03519	ENSG00000206235, ENSG00000228582, ENSG00000237599, ENSG00000225967, ENSG00000223481, ENSG00000206299, ENSG00000232326, ENSG00000204267
P28062	ENSG00000231631, ENSG00000230034, ENSG00000235715, ENSG00000226201, ENSG00000230669, ENSG00000204264, ENSG00000206298, ENSG00000236443
Q03518	ENSG00000226173, ENSG00000224212, ENSG00000168394, ENSG00000232367, ENSG00000227816, ENSG00000206297, ENSG00000230705
P28065	ENSG00000243594, ENSG00000239836, ENSG00000240065, ENSG00000240118, ENSG00000243067, ENSG00000243958, ENSG00000240508, ENSG00000242711
Q96PQ5	
P28068	ENSG00000242386, ENSG00000241674, ENSG00000234154, ENSG00000242574, ENSG00000241296, ENSG00000239329, ENSG00000242092, ENSG00000226264
P28067	ENSG00000243719, ENSG00000242685, ENSG00000243215, ENSG00000204257, ENSG00000243189, ENSG00000242361, ENSG00000239463
P06340	ENSG00000230141, ENSG00000232957, ENSG00000204252, ENSG00000206292, ENSG00000232962, ENSG00000231558, ENSG00000235744
P20036	ENSG00000229685, ENSG00000235844, ENSG00000224103, ENSG00000231389, ENSG00000168384, ENSG00000228163, ENSG00000236177, ENSG00000206291
P13942	ENSG00000230930, ENSG00000206290, ENSG00000235708, ENSG00000227801, ENSG00000204248
P28702	ENSG00000235712, ENSG00000206289, ENSG00000204231, ENSG00000231321, ENSG00000227322, ENSG00000228333
Q92504	ENSG00000224399, ENSG00000112473, ENSG00000227402, ENSG00000206288, ENSG00000229802, ENSG00000226614
Q92506	ENSG00000232357, ENSG00000228357, ENSG00000112474, ENSG00000204228, ENSG00000225312, ENSG00000228712
Q06587	ENSG00000231115, ENSG00000206287, ENSG00000204227, ENSG00000226788, ENSG00000235107, ENSG00000228520
Q8N1B4	ENSG00000228425, ENSG00000206286, ENSG00000224455, ENSG00000225590, ENSG00000223501, ENSG00000236014
P62269	ENSG00000231500, ENSG00000223367, ENSG00000226225, ENSG00000235650, ENSG00000096150
O96024	ENSG00000235155, ENSG00000236802, ENSG00000226936, ENSG00000235863, ENSG00000206285
O15213	ENSG00000236222, ENSG00000204221, ENSG00000226916, ENSG00000206284, ENSG00000227057
O15212	ENSG00000237335, ENSG00000206283, ENSG00000224782, ENSG00000235692, ENSG00000204220
O15211	ENSG00000237825, ENSG00000228736, ENSG00000237441, ENSG00000206282, ENSG00000224841
O15533	ENSG00000236490, ENSG00000231925, ENSG00000206281, ENSG00000206208, ENSG00000112493
O15209	ENSG00000237056, ENSG00000227780, ENSG00000206280, ENSG00000229253, ENSG00000236104
Q9UER7	ENSG00000206206, ENSG00000204209, ENSG00000231617, ENSG00000227046, ENSG00000206279
Q5STR5	ENSG00000285064
P14373	ENSG00000237071, ENSG00000234495, ENSG00000229006, ENSG00000215641, ENSG00000204713
Q5JQF7	ENSG00000233566, ENSG00000237313, ENSG00000231041, ENSG00000206526, ENSG00000237634
Q5JNZ3	ENSG00000197935, ENSG00000233831, ENSG00000225351, ENSG00000223687, ENSG00000169260, ENSG00000235178, ENSG00000235589
Q9Y3N9	ENSG00000204704, ENSG00000226463, ENSG00000206525, ENSG00000228977, ENSG00000229328, ENSG00000228652, ENSG00000234101, ENSG00000227639
O76000	ENSG00000226832, ENSG00000233180, ENSG00000233687, ENSG00000225736, ENSG00000231319, ENSG00000233054, ENSG00000204703, ENSG00000206524
O76001	ENSG00000204701, ENSG00000229866, ENSG00000232178, ENSG00000226271, ENSG00000233618, ENSG00000233636, ENSG00000206522
O76002	ENSG00000225550, ENSG00000226000, ENSG00000226347, ENSG00000232945, ENSG00000196231, ENSG00000204700, ENSG00000231676, ENSG00000234746
Q9GZK7	ENSG00000206517, ENSG00000223898, ENSG00000204694, ENSG00000206472, ENSG00000234347, ENSG00000237258, ENSG00000230780, ENSG00000232289
Q96KK4	ENSG00000206474, ENSG00000230505, ENSG00000232397, ENSG00000229412, ENSG00000224234, ENSG00000204689
Q9GZK4	ENSG00000206471, ENSG00000206516, ENSG00000229125, ENSG00000232984, ENSG00000224395, ENSG00000235132, ENSG00000229408, ENSG00000204688
P35410	ENSG00000206470, ENSG00000233141, ENSG00000234954, ENSG00000206515, ENSG00000237284, ENSG00000204687, ENSG00000228377, ENSG00000228515
O95918	ENSG00000227044, ENSG00000229680, ENSG00000204657, ENSG00000229185, ENSG00000224319, ENSG00000206512, ENSG00000206467
Q9UBS5	ENSG00000237051, ENSG00000232632, ENSG00000204681, ENSG00000232569, ENSG00000237112, ENSG00000206511, ENSG00000206466
Q16653	ENSG00000237834, ENSG00000234623, ENSG00000137345, ENSG00000204655, ENSG00000234096, ENSG00000230885, ENSG00000232641, ENSG00000236561
Q9NU63	ENSG00000206510, ENSG00000226858, ENSG00000234669, ENSG00000232099, ENSG00000223852, ENSG00000223858, ENSG00000204644
P30511	ENSG00000229698, ENSG00000237508, ENSG00000204642, ENSG00000137403, ENSG00000206509, ENSG00000235220
P17693	ENSG00000237216, ENSG00000276051, ENSG00000204632, ENSG00000235346, ENSG00000206506, ENSG00000235680, ENSG00000230413, ENSG00000233095
Q9P1U0	ENSG00000235176, ENSG00000236949, ENSG00000224859, ENSG00000236808, ENSG00000235443, ENSG00000066379, ENSG00000206502, ENSG00000233795
O60927	ENSG00000236560, ENSG00000234058, ENSG00000237403, ENSG00000237829, ENSG00000233314, ENSG00000206501, ENSG00000204619, ENSG00000227720
Q9H2S5	ENSG00000206500, ENSG00000230467, ENSG00000237733, ENSG00000204618, ENSG00000235022, ENSG00000227171, ENSG00000230332, ENSG00000236967
Q9BZY9	ENSG00000137397, ENSG00000204616, ENSG00000224168, ENSG00000233573, ENSG00000223531, ENSG00000225130
Q6P9F5	ENSG00000172524, ENSG00000237046, ENSG00000228001, ENSG00000224496, ENSG00000204614
Q9UDY6	ENSG00000137394, ENSG00000237192, ENSG00000229381, ENSG00000227472, ENSG00000229346, ENSG00000237703, ENSG00000235025, ENSG00000204613
Q9C019	ENSG00000137384, ENSG00000204610, ENSG00000235960, ENSG00000235905, ENSG00000224145, ENSG00000227147, ENSG00000233599, ENSG00000235259
Q12899	ENSG00000231002, ENSG00000137313, ENSG00000228881, ENSG00000234046, ENSG00000234127, ENSG00000231641, ENSG00000226060, ENSG00000230230
Q9HCM9	ENSG00000206495, ENSG00000226437, ENSG00000229929, ENSG00000232839, ENSG00000230308, ENSG00000224994, ENSG00000204599
Q9H633	ENSG00000243009, ENSG00000241863, ENSG00000239865, ENSG00000239927, ENSG00000242726, ENSG00000241779, ENSG00000241370
P13747	ENSG00000236632, ENSG00000206493, ENSG00000230254, ENSG00000204592, ENSG00000225201, ENSG00000229252, ENSG00000233904
P36915	ENSG00000228581, ENSG00000206492, ENSG00000232143, ENSG00000235986, ENSG00000229470, ENSG00000204590, ENSG00000226882
P79522	ENSG00000206491, ENSG00000233564, ENSG00000204576, ENSG00000229202, ENSG00000223887, ENSG00000228186, ENSG00000223766
Q8NE71	ENSG00000232169, ENSG00000236342, ENSG00000231129, ENSG00000225989, ENSG00000206490, ENSG00000236149, ENSG00000204574
Q96QC0	ENSG00000231737, ENSG00000235291, ENSG00000238104, ENSG00000230995, ENSG00000227804, ENSG00000204569, ENSG00000206489
Q9Y676	ENSG00000203624, ENSG00000226111, ENSG00000233813, ENSG00000223775, ENSG00000227420, ENSG00000229861, ENSG00000204568
Q5SQI0	ENSG00000235658, ENSG00000234549, ENSG00000223752, ENSG00000231257, ENSG00000137343, ENSG00000206488, ENSG00000229061
Q5SQH8	ENSG00000237012, ENSG00000224120, ENSG00000204564, ENSG00000233164, ENSG00000206487, ENSG00000233641, ENSG00000237100
O60231	ENSG00000231377, ENSG00000233418, ENSG00000233561, ENSG00000206486, ENSG00000204560, ENSG00000233049, ENSG00000226171
Q6NYC8	ENSG00000230341, ENSG00000146112, ENSG00000231247, ENSG00000234000, ENSG00000225060, ENSG00000206485, ENSG00000229998
Q8IXM6	ENSG00000137404, ENSG00000234809, ENSG00000228867, ENSG00000236843, ENSG00000206484, ENSG00000235773, ENSG00000228854
Q14676	ENSG00000228575, ENSG00000206481, ENSG00000234012, ENSG00000224587, ENSG00000137337, ENSG00000237095, ENSG00000225589, ENSG00000231135
P07437	ENSG00000183311, ENSG00000232575, ENSG00000229684, ENSG00000224156, ENSG00000232421, ENSG00000196230, ENSG00000227739, ENSG00000235067
O75955	ENSG00000230143, ENSG00000232280, ENSG00000206480, ENSG00000137312, ENSG00000206379
P46695	ENSG00000227231, ENSG00000235030, ENSG00000206478, ENSG00000237155, ENSG00000230128, ENSG00000137331
Q08345	ENSG00000204580, ENSG00000234078, ENSG00000215522, ENSG00000137332, ENSG00000230456
Q92759	ENSG00000213780, ENSG00000226384, ENSG00000233149, ENSG00000234370, ENSG00000221974, ENSG00000236895
Q5ST30	ENSG00000137411
Q6UW10	ENSG00000230072, ENSG00000237814, ENSG00000196260, ENSG00000225454, ENSG00000206465
Q3MIW9	ENSG00000168631, ENSG00000229284, ENSG00000232251
Q15517	ENSG00000137197, ENSG00000237123, ENSG00000237114, ENSG00000237165
Q9UIG4	ENSG00000232127, ENSG00000224544, ENSG00000227246, ENSG00000206459, ENSG00000204538, ENSG00000234605
Q8TD31	ENSG00000234114, ENSG00000206457, ENSG00000206355, ENSG00000204536
Q9Y242	ENSG00000137310
Q01860	ENSG00000204531, ENSG00000237582, ENSG00000230336, ENSG00000235068, ENSG00000206454, ENSG00000229094, ENSG00000233911
P01893	
Q29983	ENSG00000235233, ENSG00000183214
Q29980	ENSG00000231179, ENSG00000224378, ENSG00000238289, ENSG00000234218, ENSG00000204516, ENSG00000206449, ENSG00000227772
P59942	ENSG00000204511, ENSG00000226923, ENSG00000238238, ENSG00000225228, ENSG00000226841, ENSG00000231975, ENSG00000206447, ENSG00000228662
Q13838	ENSG00000198563, ENSG00000215425, ENSG00000225859, ENSG00000235439, ENSG00000225073, ENSG00000229496, ENSG00000230624
O95670	ENSG00000213760, ENSG00000226850, ENSG00000230900, ENSG00000234920, ENSG00000227587, ENSG00000234668, ENSG00000206445
Q9UBC1	ENSG00000235125, ENSG00000234530, ENSG00000227565, ENSG00000206440, ENSG00000236196, ENSG00000236346, ENSG00000204498
P01374	ENSG00000226979, ENSG00000231408, ENSG00000230279
P01375	ENSG00000204490, ENSG00000206439, ENSG00000228849, ENSG00000223952, ENSG00000228321, ENSG00000232810, ENSG00000230108
Q06643	ENSG00000231314, ENSG00000227507, ENSG00000236237, ENSG00000204487, ENSG00000206437, ENSG00000238114, ENSG00000223448, ENSG00000236925
O00453	ENSG00000226182, ENSG00000206433, ENSG00000235915, ENSG00000231048, ENSG00000204482, ENSG00000223465, ENSG00000234514, ENSG00000230791
O14931	ENSG00000223833, ENSG00000236315, ENSG00000236979, ENSG00000225211, ENSG00000237808, ENSG00000237103, ENSG00000204475, ENSG00000206430
P55008	ENSG00000237727, ENSG00000235985, ENSG00000234836, ENSG00000235588, ENSG00000204472, ENSG00000206428
P48634	ENSG00000226618, ENSG00000231370, ENSG00000204469, ENSG00000225748, ENSG00000225164, ENSG00000206427, ENSG00000231825
P46379	ENSG00000204463, ENSG00000096155, ENSG00000229524, ENSG00000228760, ENSG00000233348, ENSG00000234651, ENSG00000227761
O95445	ENSG00000224290, ENSG00000204444, ENSG00000235754, ENSG00000206409, ENSG00000231974, ENSG00000226215, ENSG00000227567
O95873	ENSG00000226103, ENSG00000228177, ENSG00000226531, ENSG00000235360, ENSG00000228435, ENSG00000204439, ENSG00000203623
O95872	ENSG00000204438, ENSG00000232312, ENSG00000223932, ENSG00000236011, ENSG00000206408, ENSG00000228605
P67870	ENSG00000204435, ENSG00000224774, ENSG00000224398, ENSG00000230700, ENSG00000228875, ENSG00000232960, ENSG00000206406
Q8NDX9	ENSG00000240433, ENSG00000239285, ENSG00000239497, ENSG00000241132, ENSG00000240053, ENSG00000241713, ENSG00000244672
Q5SRR4	ENSG00000206404, ENSG00000237495, ENSG00000228883, ENSG00000204428, ENSG00000226404, ENSG00000111971, ENSG00000231325
O95870	ENSG00000224552, ENSG00000230475, ENSG00000204427, ENSG00000235676, ENSG00000206403, ENSG00000231488, ENSG00000236063
Q5SQ64	ENSG00000204424, ENSG00000240008, ENSG00000240957, ENSG00000241822, ENSG00000239741, ENSG00000243003, ENSG00000243804
O95868	ENSG00000236902, ENSG00000206402, ENSG00000225993, ENSG00000234443, ENSG00000226603, ENSG00000244355, ENSG00000235302
O95867	ENSG00000235452, ENSG00000228250, ENSG00000235925, ENSG00000228859, ENSG00000204421, ENSG00000206398, ENSG00000236183
O95866	ENSG00000224393, ENSG00000204420, ENSG00000230060, ENSG00000237459, ENSG00000231003, ENSG00000206396, ENSG00000228090
O95865	ENSG00000227317, ENSG00000226634, ENSG00000233076, ENSG00000225635, ENSG00000213722, ENSG00000228128, ENSG00000206395
O00299	ENSG00000226651, ENSG00000213719, ENSG00000223639, ENSG00000206394, ENSG00000226417, ENSG00000226248, ENSG00000230685
O43196	ENSG00000230961, ENSG00000230293, ENSG00000227314, ENSG00000204410, ENSG00000235222
Q9Y333	ENSG00000236826, ENSG00000231502, ENSG00000172850, ENSG00000204392, ENSG00000224979, ENSG00000225998
P34931	ENSG00000236251, ENSG00000204390, ENSG00000234258, ENSG00000206383
P0DMV8	ENSG00000234475, ENSG00000237724, ENSG00000204389, ENSG00000215328, ENSG00000235941
P0DMV9	ENSG00000204388, ENSG00000224501, ENSG00000212866, ENSG00000231555, ENSG00000232804
P0DMV8	ENSG00000234475, ENSG00000237724, ENSG00000204389, ENSG00000215328, ENSG00000235941
P0DMV9	ENSG00000204388, ENSG00000224501, ENSG00000212866, ENSG00000231555, ENSG00000232804
Q99519	ENSG00000234846, ENSG00000223957, ENSG00000227315, ENSG00000184494, ENSG00000234343, ENSG00000227129, ENSG00000204386, ENSG00000228691
Q53GD3	ENSG00000228263, ENSG00000231479, ENSG00000206378, ENSG00000204385, ENSG00000229077, ENSG00000235336, ENSG00000232180
Q96KQ7	ENSG00000232045, ENSG00000236759, ENSG00000238134, ENSG00000227333, ENSG00000206376, ENSG00000204371
Q9Y330	ENSG00000206366, ENSG00000234852, ENSG00000234196, ENSG00000204366, ENSG00000237900
P06681	ENSG00000206372, ENSG00000235017, ENSG00000204364, ENSG00000231543, ENSG00000226560, ENSG00000235696, ENSG00000166278
P00751	ENSG00000239754, ENSG00000243570, ENSG00000241534, ENSG00000243649, ENSG00000241253, ENSG00000242335
P18615	ENSG00000206357, ENSG00000233801, ENSG00000231044, ENSG00000229363, ENSG00000204356, ENSG00000206268
Q15477	ENSG00000228896, ENSG00000232616, ENSG00000225737, ENSG00000204351, ENSG00000223493, ENSG00000206353
O77932	ENSG00000206346, ENSG00000225682, ENSG00000234798, ENSG00000204348, ENSG00000224313, ENSG00000236765
P49842	ENSG00000204344, ENSG00000226033, ENSG00000234947, ENSG00000236250, ENSG00000206342, ENSG00000226257
P0C0L4	ENSG00000227746, ENSG00000244731, ENSG00000206340
P0C0L5	ENSG00000233312, ENSG00000228454, ENSG00000224389, ENSG00000236625, ENSG00000228267
P08686	ENSG00000232414, ENSG00000233151, ENSG00000235134, ENSG00000198457, ENSG00000206338, ENSG00000231852
Q99946	ENSG00000235956, ENSG00000238056, ENSG00000229488, ENSG00000229071, ENSG00000204314, ENSG00000227122, ENSG00000206331, ENSG00000225141
Q9UMR5	ENSG00000227600, ENSG00000206329, ENSG00000221988, ENSG00000228116, ENSG00000206256, ENSG00000231618, ENSG00000168452, ENSG00000236649
Q99944	ENSG00000240592, ENSG00000244444, ENSG00000239974, ENSG00000243897, ENSG00000241404, ENSG00000240389, ENSG00000242038
Q99943	ENSG00000226467, ENSG00000236873, ENSG00000228892, ENSG00000235758, ENSG00000227642, ENSG00000206324, ENSG00000204310
Q99942	ENSG00000204308, ENSG00000183574, ENSG00000227277, ENSG00000225452, ENSG00000228907, ENSG00000228405, ENSG00000223767
Q15109	ENSG00000231268, ENSG00000229058, ENSG00000237405, ENSG00000204305, ENSG00000234729, ENSG00000206320, ENSG00000230514
P40425	ENSG00000204304, ENSG00000225987, ENSG00000237344, ENSG00000224952, ENSG00000232005, ENSG00000236353, ENSG00000206315
